ID_Detail,ID_Intervention,ID_Materiel,Mode_Saisie,Quantite,Quantite_Cumulee,Quantite_Nette_Calculee,Date,Tache,Designation,Anomalie_Signalee
DET_00190,INT_0138,MAT_ARMEMENT,➕ Saisie du jour,1,1,1,2026-05-14,TASK_IACM,Armement IACM,
DET_00191,INT_0139,MAT_POTEAU_BT,➕ Saisie du jour,82,82,82,2026-05-14,TASK_PBA_BT,Poteau béton armé BT,
DET_00192,INT_0140,MAT_POTEAU_HTA,🎯 Cumul total à date,12,22,12,2026-05-21,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00193,INT_0141,MAT_POTEAU_BT,➕ Saisie du jour,9,91,9,2026-05-21,TASK_PBA_BT,Poteau béton armé BT,
DET_00194,INT_0141,MAT_FOUILLE_BT,➕ Saisie du jour,77,77,77,2026-05-21,TASK_Fouille_BT,Fouille BT (tranchée),1.0
DET_00195,INT_0142,MAT_POTEAU_BT,➕ Saisie du jour,113,113,113,2026-04-18,TASK_PBA_BT,Poteau béton armé BT,
DET_00196,INT_0142,MAT_LUMINAIRE_EP,➕ Saisie du jour,1,1,1,2026-04-18,TASK_EP,Luminaire éclairage public,
DET_00197,INT_0142,MAT_FOUILLE_BT,➕ Saisie du jour,1,1,1,2026-04-18,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00198,INT_0143,MAT_POTEAU_HTA,➕ Saisie du jour,10,10,10,2026-05-28,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00199,INT_0143,MAT_CABLE_HTA,➕ Saisie du jour,111,111,111,2026-05-28,TASK_Cable_HTA,Câble HTA,
DET_00200,INT_0143,MAT_ARMEMENT,➕ Saisie du jour,1,1,1,2026-05-28,TASK_IACM,Armement IACM,
DET_00201,INT_0144,MAT_CABLE_BT,➕ Saisie du jour,4406,4406,4406,2026-05-28,TASK_Cable_BT,Câble BT,
DET_00202,INT_0144,MAT_FOUILLE_BT,➕ Saisie du jour,73,74,73,2026-05-28,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00203,INT_0145,MAT_CABLE_HTA,➕ Saisie du jour,149,260,149,2026-06-26,TASK_Cable_HTA,Câble HTA,
DET_00204,INT_0146,MAT_POTEAU_BT,🎯 Cumul total à date,52,165,52,2026-06-26,TASK_PBA_BT,Poteau béton armé BT,
DET_00205,INT_0146,MAT_LUMINAIRE_EP,➕ Saisie du jour,31,32,31,2026-06-26,TASK_EP,Luminaire éclairage public,
DET_00206,INT_0146,MAT_FOUILLE_BT,➕ Saisie du jour,141,215,141,2026-06-26,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00207,INT_0147,MAT_CABLE_HTA,🎯 Cumul total à date,107,367,107,2026-07-17,TASK_Cable_HTA,Câble HTA,
DET_00208,INT_0148,MAT_CABLE_BT,🎯 Cumul total à date,5643,10049,5643,2026-07-17,TASK_Cable_BT,Câble BT,
DET_00209,INT_0148,MAT_LUMINAIRE_EP,🎯 Cumul total à date,46,78,46,2026-07-17,TASK_EP,Luminaire éclairage public,
DET_00210,INT_0149,MAT_TRANSFO,➕ Saisie du jour,1,1,1,2026-08-21,TASK_TFO,Transformateur HTA/BT,
DET_00211,INT_0149,MAT_FOUILLE_HTA,➕ Saisie du jour,10,10,10,2026-08-21,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00212,INT_0150,MAT_POTEAU_BT,➕ Saisie du jour,51,216,51,2026-08-21,TASK_PBA_BT,Poteau béton armé BT,
DET_00213,INT_0151,MAT_POTEAU_BT,➕ Saisie du jour,30,30,30,2026-04-16,TASK_PBA_BT,Poteau béton armé BT,
DET_00214,INT_0152,MAT_POTEAU_BT,🎯 Cumul total à date,174,204,174,2026-04-27,TASK_PBA_BT,Poteau béton armé BT,1.0
DET_00215,INT_0153,MAT_FOUILLE_BT,➕ Saisie du jour,234,234,234,2026-05-17,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00216,INT_0154,MAT_FOUILLE_BT,🎯 Cumul total à date,80,314,80,2026-05-28,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00217,INT_0155,MAT_POTEAU_BT,➕ Saisie du jour,143,347,143,2026-06-01,TASK_PBA_BT,Poteau béton armé BT,
DET_00218,INT_0156,MAT_POTEAU_HTA,➕ Saisie du jour,5,5,5,2026-07-13,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00219,INT_0157,MAT_FOUILLE_BT,➕ Saisie du jour,7,321,7,2026-07-13,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00220,INT_0158,MAT_POTEAU_HTA,➕ Saisie du jour,5,10,5,2026-08-08,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00221,INT_0159,MAT_POTEAU_HTA,➕ Saisie du jour,4,4,4,2026-04-18,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00222,INT_0160,MAT_ARMEMENT,➕ Saisie du jour,2,2,2,2026-04-28,TASK_IACM,Armement IACM,
DET_00223,INT_0160,MAT_TRANSFO,🎯 Cumul total à date,2,2,2,2026-04-28,TASK_TFO,Transformateur HTA/BT,
DET_00224,INT_0161,MAT_POTEAU_HTA,➕ Saisie du jour,10,14,10,2026-05-07,TASK_PBA_HTA,Poteau béton armé HTA,1.0
DET_00225,INT_0161,MAT_CABLE_HTA,➕ Saisie du jour,18,18,18,2026-05-07,TASK_Cable_HTA,Câble HTA,
DET_00226,INT_0162,MAT_CABLE_HTA,➕ Saisie du jour,184,202,184,2026-05-24,TASK_Cable_HTA,Câble HTA,
DET_00227,INT_0163,MAT_CABLE_BT,➕ Saisie du jour,3628,3628,3628,2026-05-24,TASK_Cable_BT,Câble BT,
DET_00228,INT_0163,MAT_FOUILLE_BT,➕ Saisie du jour,86,86,86,2026-05-24,TASK_Fouille_BT,Fouille BT (tranchée),1.0
DET_00229,INT_0164,MAT_CABLE_BT,➕ Saisie du jour,3127,6755,3127,2026-06-28,TASK_Cable_BT,Câble BT,
DET_00230,INT_0165,MAT_CABLE_HTA,➕ Saisie du jour,136,338,136,2026-06-29,TASK_Cable_HTA,Câble HTA,
DET_00231,INT_0166,MAT_FOUILLE_HTA,➕ Saisie du jour,12,12,12,2026-07-09,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00232,INT_0167,MAT_FOUILLE_BT,🎯 Cumul total à date,41,127,41,2026-07-09,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00233,INT_0168,MAT_DISJONCTEUR,➕ Saisie du jour,2,2,2,2026-07-13,TASK_DMT,Disjoncteur de poteau DMT-CC,
DET_00234,INT_0169,MAT_FOUILLE_BT,➕ Saisie du jour,67,194,67,2026-07-13,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00235,INT_0170,MAT_POTEAU_BT,➕ Saisie du jour,171,171,171,2026-08-08,TASK_PBA_BT,Poteau béton armé BT,
DET_00236,INT_0171,MAT_POTEAU_HTA,➕ Saisie du jour,28,28,28,2026-04-07,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00237,INT_0172,MAT_POTEAU_BT,➕ Saisie du jour,186,186,186,2026-05-03,TASK_PBA_BT,Poteau béton armé BT,
DET_00238,INT_0172,MAT_FOUILLE_BT,🎯 Cumul total à date,481,481,481,2026-05-03,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00239,INT_0173,MAT_FOUILLE_HTA,➕ Saisie du jour,19,19,19,2026-06-05,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00240,INT_0174,MAT_FOUILLE_HTA,🎯 Cumul total à date,1,20,1,2026-06-29,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00241,INT_0175,MAT_POTEAU_BT,➕ Saisie du jour,12,198,12,2026-06-29,TASK_PBA_BT,Poteau béton armé BT,
DET_00242,INT_0176,MAT_FOUILLE_HTA,➕ Saisie du jour,12,32,12,2026-07-15,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00243,INT_0177,MAT_PRISE_TERRE,➕ Saisie du jour,22,22,22,2026-04-02,TASK_Terre,Prise de terre,
DET_00244,INT_0178,MAT_LUMINAIRE_EP,➕ Saisie du jour,11,11,11,2026-04-03,TASK_EP,Luminaire éclairage public,
DET_00245,INT_0179,MAT_CABLE_BT,➕ Saisie du jour,2390,2390,2390,2026-05-23,TASK_Cable_BT,Câble BT,
DET_00246,INT_0179,MAT_FOUILLE_BT,➕ Saisie du jour,2,2,2,2026-05-23,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00247,INT_0180,MAT_FOUILLE_BT,➕ Saisie du jour,52,54,52,2026-07-14,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00248,INT_0181,MAT_POTEAU_BT,🎯 Cumul total à date,60,60,60,2026-08-26,TASK_PBA_BT,Poteau béton armé BT,
DET_00249,INT_0181,MAT_LUMINAIRE_EP,➕ Saisie du jour,18,29,18,2026-08-26,TASK_EP,Luminaire éclairage public,
DET_00250,INT_0181,MAT_FOUILLE_BT,➕ Saisie du jour,10,64,10,2026-08-26,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00251,INT_0182,MAT_CABLE_BT,➕ Saisie du jour,704,704,704,2026-05-16,TASK_Cable_BT,Câble BT,
DET_00252,INT_0183,MAT_FOUILLE_BT,➕ Saisie du jour,24,24,24,2026-05-22,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00253,INT_0184,MAT_CABLE_BT,➕ Saisie du jour,1914,2618,1914,2026-05-28,TASK_Cable_BT,Câble BT,
DET_00254,INT_0184,MAT_FOUILLE_BT,🎯 Cumul total à date,10,34,10,2026-05-28,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00255,INT_0185,MAT_POTEAU_BT,➕ Saisie du jour,37,37,37,2026-06-07,TASK_PBA_BT,Poteau béton armé BT,
DET_00256,INT_0186,MAT_POTEAU_BT,➕ Saisie du jour,5,42,5,2026-06-09,TASK_PBA_BT,Poteau béton armé BT,
DET_00257,INT_0186,MAT_FOUILLE_BT,➕ Saisie du jour,30,64,30,2026-06-09,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00258,INT_0187,MAT_POTEAU_BT,➕ Saisie du jour,19,61,19,2026-07-13,TASK_PBA_BT,Poteau béton armé BT,
DET_00259,INT_0188,MAT_CABLE_HTA,➕ Saisie du jour,142,142,142,2026-05-09,TASK_Cable_HTA,Câble HTA,
DET_00260,INT_0188,MAT_FOUILLE_HTA,➕ Saisie du jour,1,1,1,2026-05-09,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00261,INT_0189,MAT_FOUILLE_BT,➕ Saisie du jour,33,33,33,2026-05-09,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00262,INT_0190,MAT_CABLE_HTA,➕ Saisie du jour,6,148,6,2026-05-30,TASK_Cable_HTA,Câble HTA,
DET_00263,INT_0191,MAT_CABLE_BT,➕ Saisie du jour,1609,1609,1609,2026-05-30,TASK_Cable_BT,Câble BT,
DET_00264,INT_0192,MAT_CABLE_HTA,➕ Saisie du jour,2,150,2,2026-07-10,TASK_Cable_HTA,Câble HTA,
DET_00265,INT_0192,MAT_FOUILLE_HTA,➕ Saisie du jour,1,2,1,2026-07-10,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00266,INT_0193,MAT_POTEAU_BT,➕ Saisie du jour,74,74,74,2026-07-10,TASK_PBA_BT,Poteau béton armé BT,
DET_00267,INT_0193,MAT_FOUILLE_BT,➕ Saisie du jour,1,34,1,2026-07-10,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00268,INT_0194,MAT_POTEAU_HTA,➕ Saisie du jour,3,3,3,2026-07-15,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00269,INT_0194,MAT_FOUILLE_HTA,➕ Saisie du jour,3,5,3,2026-07-15,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00270,INT_0195,MAT_CABLE_BT,➕ Saisie du jour,421,2030,421,2026-07-15,TASK_Cable_BT,Câble BT,
DET_00271,INT_0196,MAT_POTEAU_HTA,➕ Saisie du jour,3,6,3,2026-08-12,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00272,INT_0197,MAT_FOUILLE_BT,➕ Saisie du jour,17,51,17,2026-08-12,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00273,INT_0198,MAT_FOUILLE_HTA,➕ Saisie du jour,29,29,29,2026-05-05,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00274,INT_0199,MAT_FOUILLE_BT,➕ Saisie du jour,189,189,189,2026-05-05,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00275,INT_0200,MAT_POTEAU_BT,➕ Saisie du jour,416,416,416,2026-05-16,TASK_PBA_BT,Poteau béton armé BT,
DET_00276,INT_0200,MAT_FOUILLE_BT,➕ Saisie du jour,406,595,406,2026-05-16,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00277,INT_0201,MAT_POTEAU_BT,➕ Saisie du jour,315,731,315,2026-05-25,TASK_PBA_BT,Poteau béton armé BT,
DET_00278,INT_0202,MAT_POTEAU_HTA,➕ Saisie du jour,39,39,39,2026-08-22,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00279,INT_0203,MAT_FOUILLE_BT,➕ Saisie du jour,126,721,126,2026-08-22,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00280,INT_0204,MAT_POTEAU_BT,➕ Saisie du jour,254,254,254,2026-07-20,TASK_PBA_BT,Poteau béton armé BT,
DET_00281,INT_0204,MAT_FOUILLE_BT,➕ Saisie du jour,184,184,184,2026-07-20,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00282,INT_0205,MAT_POTEAU_HTA,➕ Saisie du jour,27,27,27,2026-07-28,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00283,INT_0205,MAT_FOUILLE_HTA,➕ Saisie du jour,2,2,2,2026-07-28,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00284,INT_0206,MAT_FOUILLE_BT,🎯 Cumul total à date,172,356,172,2026-07-28,TASK_Fouille_BT,Fouille BT (tranchée),1.0
DET_00285,INT_0207,MAT_POTEAU_HTA,➕ Saisie du jour,24,51,24,2026-08-08,TASK_PBA_HTA,Poteau béton armé HTA,1.0
DET_00286,INT_0207,MAT_FOUILLE_HTA,➕ Saisie du jour,72,74,72,2026-08-08,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00287,INT_0208,MAT_POTEAU_BT,➕ Saisie du jour,250,504,250,2026-08-08,TASK_PBA_BT,Poteau béton armé BT,
DET_00288,INT_0208,MAT_FOUILLE_BT,➕ Saisie du jour,103,459,103,2026-08-08,TASK_Fouille_BT,Fouille BT (tranchée),1.0
DET_00289,INT_0209,MAT_FOUILLE_HTA,🎯 Cumul total à date,62,62,62,2026-06-15,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00290,INT_0210,MAT_POTEAU_BT,➕ Saisie du jour,8,8,8,2026-06-15,TASK_PBA_BT,Poteau béton armé BT,
DET_00291,INT_0211,MAT_CABLE_HTA,➕ Saisie du jour,101,101,101,2026-07-07,TASK_Cable_HTA,Câble HTA,
DET_00292,INT_0212,MAT_CABLE_BT,🎯 Cumul total à date,3780,3780,3780,2026-07-07,TASK_Cable_BT,Câble BT,
DET_00293,INT_0213,MAT_POTEAU_BT,➕ Saisie du jour,119,127,119,2026-07-27,TASK_PBA_BT,Poteau béton armé BT,
DET_00294,INT_0213,MAT_CABLE_BT,➕ Saisie du jour,867,4647,867,2026-07-27,TASK_Cable_BT,Câble BT,
DET_00295,INT_0213,MAT_FOUILLE_BT,➕ Saisie du jour,141,141,141,2026-07-27,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00296,INT_0214,MAT_ARMEMENT,➕ Saisie du jour,3,3,3,2026-08-10,TASK_IACM,Armement IACM,
DET_00297,INT_0215,MAT_FOUILLE_BT,➕ Saisie du jour,99,240,99,2026-08-10,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00298,INT_0216,MAT_POTEAU_HTA,➕ Saisie du jour,26,26,26,2026-08-19,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00299,INT_0217,MAT_POTEAU_BT,➕ Saisie du jour,130,257,130,2026-08-19,TASK_PBA_BT,Poteau béton armé BT,1.0
DET_00300,INT_0217,MAT_CABLE_BT,➕ Saisie du jour,493,5140,493,2026-08-19,TASK_Cable_BT,Câble BT,
DET_00301,INT_0217,MAT_FOUILLE_BT,➕ Saisie du jour,26,266,26,2026-08-19,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00302,INT_0218,MAT_CABLE_HTA,🎯 Cumul total à date,79,180,79,2026-08-26,TASK_Cable_HTA,Câble HTA,
DET_00303,INT_0219,MAT_CABLE_HTA,🎯 Cumul total à date,330,330,330,2026-03-29,TASK_Cable_HTA,Câble HTA,
DET_00304,INT_0219,MAT_ARMEMENT,🎯 Cumul total à date,1,1,1,2026-03-29,TASK_IACM,Armement IACM,
DET_00305,INT_0219,MAT_FOUILLE_HTA,🎯 Cumul total à date,8,8,8,2026-03-29,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00306,INT_0220,MAT_POTEAU_BT,➕ Saisie du jour,45,45,45,2026-03-29,TASK_PBA_BT,Poteau béton armé BT,
DET_00307,INT_0220,MAT_CABLE_BT,➕ Saisie du jour,10714,10714,10714,2026-03-29,TASK_Cable_BT,Câble BT,
DET_00308,INT_0220,MAT_LUMINAIRE_EP,➕ Saisie du jour,22,22,22,2026-03-29,TASK_EP,Luminaire éclairage public,
DET_00309,INT_0220,MAT_FOUILLE_BT,➕ Saisie du jour,3,3,3,2026-03-29,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00310,INT_0221,MAT_POTEAU_HTA,➕ Saisie du jour,14,14,14,2026-04-05,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00311,INT_0221,MAT_FOUILLE_HTA,➕ Saisie du jour,7,15,7,2026-04-05,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00312,INT_0222,MAT_LUMINAIRE_EP,➕ Saisie du jour,8,30,8,2026-04-05,TASK_EP,Luminaire éclairage public,
DET_00313,INT_0222,MAT_FOUILLE_BT,➕ Saisie du jour,77,80,77,2026-04-05,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00314,INT_0223,MAT_CABLE_HTA,🎯 Cumul total à date,140,470,140,2026-04-22,TASK_Cable_HTA,Câble HTA,
DET_00315,INT_0223,MAT_ARMEMENT,➕ Saisie du jour,1,2,1,2026-04-22,TASK_IACM,Armement IACM,
DET_00316,INT_0223,MAT_TRANSFO,➕ Saisie du jour,1,1,1,2026-04-22,TASK_TFO,Transformateur HTA/BT,
DET_00317,INT_0224,MAT_POTEAU_BT,➕ Saisie du jour,257,302,257,2026-04-22,TASK_PBA_BT,Poteau béton armé BT,
DET_00318,INT_0224,MAT_LUMINAIRE_EP,➕ Saisie du jour,17,47,17,2026-04-22,TASK_EP,Luminaire éclairage public,
DET_00319,INT_0224,MAT_FOUILLE_BT,➕ Saisie du jour,217,297,217,2026-04-22,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00320,INT_0225,MAT_POTEAU_HTA,➕ Saisie du jour,37,37,37,2026-06-05,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00321,INT_0226,MAT_FOUILLE_HTA,➕ Saisie du jour,87,87,87,2026-07-30,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00322,INT_0227,MAT_POTEAU_BT,➕ Saisie du jour,802,802,802,2026-07-30,TASK_PBA_BT,Poteau béton armé BT,
DET_00323,INT_0227,MAT_FOUILLE_BT,➕ Saisie du jour,934,934,934,2026-07-30,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00324,INT_0228,MAT_POTEAU_HTA,➕ Saisie du jour,48,85,48,2026-08-11,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00325,INT_0229,MAT_CABLE_HTA,➕ Saisie du jour,80,80,80,2026-04-13,TASK_Cable_HTA,Câble HTA,
DET_00326,INT_0230,MAT_POTEAU_BT,➕ Saisie du jour,146,146,146,2026-04-13,TASK_PBA_BT,Poteau béton armé BT,
DET_00327,INT_0230,MAT_CABLE_BT,➕ Saisie du jour,408,408,408,2026-04-13,TASK_Cable_BT,Câble BT,
DET_00328,INT_0231,MAT_FOUILLE_HTA,🎯 Cumul total à date,1,1,1,2026-05-16,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00329,INT_0232,MAT_CABLE_BT,➕ Saisie du jour,1950,2358,1950,2026-05-16,TASK_Cable_BT,Câble BT,
DET_00330,INT_0233,MAT_CABLE_BT,➕ Saisie du jour,3297,5655,3297,2026-06-02,TASK_Cable_BT,Câble BT,
DET_00331,INT_0234,MAT_CABLE_HTA,➕ Saisie du jour,39,119,39,2026-06-05,TASK_Cable_HTA,Câble HTA,
DET_00332,INT_0234,MAT_FOUILLE_HTA,➕ Saisie du jour,1,2,1,2026-06-05,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00333,INT_0235,MAT_POTEAU_HTA,➕ Saisie du jour,8,8,8,2026-07-03,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00334,INT_0235,MAT_FOUILLE_HTA,➕ Saisie du jour,6,8,6,2026-07-03,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00335,INT_0236,MAT_FOUILLE_BT,➕ Saisie du jour,146,146,146,2026-07-03,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00336,INT_0237,MAT_ARMEMENT,➕ Saisie du jour,1,1,1,2026-07-17,TASK_IACM,Armement IACM,
DET_00337,INT_0238,MAT_CABLE_HTA,➕ Saisie du jour,173,292,173,2026-08-23,TASK_Cable_HTA,Câble HTA,
DET_00338,INT_0239,MAT_CABLE_HTA,➕ Saisie du jour,14,14,14,2026-04-27,TASK_Cable_HTA,Câble HTA,
DET_00339,INT_0240,MAT_POTEAU_HTA,➕ Saisie du jour,2,2,2,2026-05-10,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00340,INT_0240,MAT_CABLE_HTA,➕ Saisie du jour,9,23,9,2026-05-10,TASK_Cable_HTA,Câble HTA,
DET_00341,INT_0241,MAT_CABLE_BT,➕ Saisie du jour,1701,1701,1701,2026-05-10,TASK_Cable_BT,Câble BT,
DET_00342,INT_0242,MAT_CABLE_HTA,➕ Saisie du jour,35,58,35,2026-06-12,TASK_Cable_HTA,Câble HTA,
DET_00343,INT_0242,MAT_FOUILLE_HTA,➕ Saisie du jour,2,2,2,2026-06-12,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00344,INT_0243,MAT_CABLE_BT,🎯 Cumul total à date,71,1772,71,2026-06-26,TASK_Cable_BT,Câble BT,
DET_00345,INT_0243,MAT_FOUILLE_BT,➕ Saisie du jour,46,46,46,2026-06-26,TASK_Fouille_BT,Fouille BT (tranchée),1.0
DET_00346,INT_0244,MAT_POTEAU_BT,➕ Saisie du jour,43,43,43,2026-06-27,TASK_PBA_BT,Poteau béton armé BT,
DET_00347,INT_0245,MAT_POTEAU_HTA,➕ Saisie du jour,1,3,1,2026-08-25,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00348,INT_0246,MAT_POTEAU_HTA,🎯 Cumul total à date,1,1,1,2026-04-08,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00349,INT_0247,MAT_FOUILLE_BT,➕ Saisie du jour,24,24,24,2026-04-08,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00350,INT_0248,MAT_POTEAU_BT,➕ Saisie du jour,63,63,63,2026-05-17,TASK_PBA_BT,Poteau béton armé BT,
DET_00351,INT_0248,MAT_FOUILLE_BT,➕ Saisie du jour,15,39,15,2026-05-17,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00352,INT_0249,MAT_FOUILLE_BT,➕ Saisie du jour,339,339,339,2026-03-27,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00353,INT_0250,MAT_POTEAU_HTA,🎯 Cumul total à date,20,20,20,2026-03-31,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00354,INT_0250,MAT_CABLE_HTA,➕ Saisie du jour,2443,2443,2443,2026-03-31,TASK_Cable_HTA,Câble HTA,
DET_00355,INT_0250,MAT_ARMEMENT,🎯 Cumul total à date,1,1,1,2026-03-31,TASK_IACM,Armement IACM,
DET_00356,INT_0251,MAT_POTEAU_BT,➕ Saisie du jour,892,892,892,2026-03-31,TASK_PBA_BT,Poteau béton armé BT,
DET_00357,INT_0252,MAT_TRANSFO,➕ Saisie du jour,3,3,3,2026-06-18,TASK_TFO,Transformateur HTA/BT,
DET_00358,INT_0253,MAT_FOUILLE_BT,➕ Saisie du jour,108,447,108,2026-07-09,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00359,INT_0254,MAT_DISJONCTEUR,➕ Saisie du jour,2,2,2,2026-07-20,TASK_DMT,Disjoncteur de poteau DMT-CC,
DET_00360,INT_0254,MAT_ARMEMENT,➕ Saisie du jour,1,2,1,2026-07-20,TASK_IACM,Armement IACM,
DET_00361,INT_0254,MAT_FOUILLE_HTA,➕ Saisie du jour,82,82,82,2026-07-20,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00362,INT_0255,MAT_POTEAU_HTA,➕ Saisie du jour,71,91,71,2026-07-27,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00363,INT_0255,MAT_DISJONCTEUR,➕ Saisie du jour,1,3,1,2026-07-27,TASK_DMT,Disjoncteur de poteau DMT-CC,
DET_00364,INT_0255,MAT_ARMEMENT,➕ Saisie du jour,1,3,1,2026-07-27,TASK_IACM,Armement IACM,
DET_00365,INT_0256,MAT_FOUILLE_BT,🎯 Cumul total à date,80,527,80,2026-07-27,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00366,INT_0257,MAT_CABLE_BT,➕ Saisie du jour,21355,21355,21355,2026-08-27,TASK_Cable_BT,Câble BT,
DET_00367,INT_0257,MAT_PRISE_TERRE,➕ Saisie du jour,2,2,2,2026-08-27,TASK_Terre,Prise de terre,
DET_00368,INT_0258,MAT_CABLE_BT,➕ Saisie du jour,590,590,590,2026-05-02,TASK_Cable_BT,Câble BT,
DET_00369,INT_0258,MAT_LUMINAIRE_EP,➕ Saisie du jour,53,53,53,2026-05-02,TASK_EP,Luminaire éclairage public,
DET_00370,INT_0258,MAT_FOUILLE_BT,➕ Saisie du jour,81,81,81,2026-05-02,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00371,INT_0259,MAT_POTEAU_HTA,➕ Saisie du jour,10,10,10,2026-05-26,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00372,INT_0259,MAT_CABLE_HTA,🎯 Cumul total à date,91,91,91,2026-05-26,TASK_Cable_HTA,Câble HTA,1.0
DET_00373,INT_0260,MAT_POTEAU_BT,➕ Saisie du jour,104,104,104,2026-05-26,TASK_PBA_BT,Poteau béton armé BT,
DET_00374,INT_0260,MAT_FOUILLE_BT,🎯 Cumul total à date,113,194,113,2026-05-26,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00375,INT_0261,MAT_POTEAU_HTA,➕ Saisie du jour,5,15,5,2026-06-18,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00376,INT_0262,MAT_POTEAU_BT,➕ Saisie du jour,23,127,23,2026-06-18,TASK_PBA_BT,Poteau béton armé BT,
DET_00377,INT_0262,MAT_PRISE_TERRE,➕ Saisie du jour,15,15,15,2026-06-18,TASK_Terre,Prise de terre,
DET_00378,INT_0263,MAT_POTEAU_HTA,➕ Saisie du jour,1,16,1,2026-06-25,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00379,INT_0263,MAT_CABLE_HTA,➕ Saisie du jour,207,298,207,2026-06-25,TASK_Cable_HTA,Câble HTA,
DET_00380,INT_0264,MAT_CABLE_BT,➕ Saisie du jour,4624,5214,4624,2026-06-25,TASK_Cable_BT,Câble BT,
