Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_diff,power_kw,thermal_stress,Type_encoded
296.9,307.9,1535,39.2,133,0,0,0,0,0,0,11.0,6.301197105060169,69.31316815566186,0
296.9,307.8,1557,38.1,135,0,0,0,0,0,0,10.900000000000034,6.2121538972819215,67.71247748037315,0
296.9,307.8,1653,29.7,137,0,0,0,0,0,0,10.900000000000034,5.141122129820088,56.03823121503914,0
296.9,307.9,1435,41.6,139,0,0,0,0,0,0,11.0,6.251350501623209,68.7648555178553,0
297.0,307.9,1569,33.3,141,0,0,0,0,0,0,10.899999999999977,5.471366349565447,59.63789321026325,1
296.9,307.9,1385,44.8,144,0,0,0,0,0,0,11.0,6.497651365664648,71.47416502231113,1
297.0,307.9,1635,31.6,147,0,0,0,0,0,0,10.899999999999977,5.410450868012342,58.9739144613344,0
296.9,307.9,1423,43.9,149,0,0,0,0,0,0,11.0,6.54181168639861,71.95992855038472,0
297.0,307.9,1479,39.2,151,0,0,0,0,0,0,10.899999999999977,6.0713162986214915,66.17734765497411,0
297.0,307.9,1296,69.1,153,1,0,0,1,0,0,10.899999999999977,9.378031062083963,102.22053857671499,0
297.0,307.8,1553,33.3,155,0,0,0,0,0,0,10.800000000000011,5.415571664037692,58.48817397160714,0
297.0,307.9,1529,42.2,157,0,0,0,0,0,0,10.899999999999977,6.7569165353899034,73.6503902357498,0
297.1,308.0,1690,25.6,159,0,0,0,0,0,0,10.899999999999977,4.530595485496961,49.38349079191677,1
297.1,308.0,1348,58.0,162,0,0,0,0,0,0,10.899999999999977,8.187409334275479,89.24276174360253,0
297.2,308.1,1446,38.5,164,0,0,0,0,0,0,10.900000000000034,5.829853487266579,63.54540301120591,0
297.1,307.9,1456,50.0,166,0,0,0,0,0,0,10.799999999999955,7.623598172711232,82.33486026528097,0
297.0,307.9,1350,47.7,168,0,0,0,0,0,0,10.899999999999977,6.743428630930492,73.5033720771422,0
297.1,307.9,1507,38.3,170,0,0,0,0,0,0,10.799999999999955,6.044225297972035,65.2776332180977,0
297.0,307.9,1448,45.6,172,0,0,0,0,0,0,10.899999999999977,6.914519766844992,75.36826545861025,2
296.9,307.9,1626,29.9,177,0,0,0,0,0,0,11.0,5.091202222554547,56.00322444810002,0
297.0,307.9,1846,27.3,179,0,0,0,0,0,0,10.899999999999977,5.27743583505935,57.5240506021468,2
297.0,307.8,1404,40.7,184,0,0,0,0,0,0,10.800000000000011,5.9839800228516955,64.62698424679839,2
297.0,307.8,1583,37.2,189,0,0,0,0,0,0,10.800000000000011,6.166695051584477,66.60030655711242,0
297.0,307.9,1436,47.7,191,0,0,0,0,0,0,10.899999999999977,7.173010010382359,78.18580911316755,0
297.0,307.8,1609,35.6,193,0,0,0,0,0,0,10.800000000000011,5.998389461156159,64.78260618048658,0
297.0,307.7,1834,23.8,195,0,0,0,0,0,0,10.699999999999989,4.570933535169053,48.908988826308814,2
297.0,307.8,1316,61.2,200,1,0,0,0,1,0,10.800000000000011,8.434045301533303,91.08768925655977,0
296.9,307.8,1400,57.1,202,1,0,0,0,1,0,10.900000000000034,8.371297224265602,91.24713974449534,0
296.9,307.9,1367,47.1,204,0,0,0,0,0,0,11.0,6.742454737207878,74.16700210928666,0
297.1,308.1,1754,30.3,206,0,0,0,0,0,0,11.0,5.565457049540463,61.22002754494509,0
297.1,308.1,1487,34.6,208,0,0,0,0,0,0,11.0,5.387852344857519,59.26637579343271,0
297.1,308.1,1506,37.7,210,0,0,0,0,0,0,11.0,5.945589760624828,65.40148736687311,1
297.0,308.1,1362,52.5,213,1,0,0,0,1,0,11.100000000000023,7.487986089831272,83.11664559712729,0
297.1,308.1,1584,36.8,215,0,0,0,0,0,0,11.0,6.104240189631112,67.14664208594223,0
297.0,308.1,1355,43.7,217,0,0,0,0,0,0,11.100000000000023,6.200823219777974,68.82913773953565,0
297.1,308.1,1823,24.3,219,0,0,0,0,0,0,11.0,4.638969960070297,51.028669560773274,1
297.0,308.1,1517,41.4,222,0,0,0,0,0,0,11.100000000000023,6.576798556584088,73.00246397808353,2
297.1,308.1,1446,36.6,227,0,0,0,0,0,0,11.0,5.542146432050826,60.963610752559084,0
297.1,308.0,1559,38.8,229,0,0,0,0,0,0,10.899999999999977,6.334414211384123,69.0451149040868,2
297.1,308.1,1352,44.4,0,0,0,0,0,0,0,11.0,6.286201236127032,69.14821359739734,1
297.2,308.3,1578,37.8,3,0,0,0,0,0,0,11.100000000000023,6.2463658412795136,69.33466083820274,1
297.2,308.3,1429,42.0,6,0,0,0,0,0,0,11.100000000000023,6.2850702627717405,69.76427991676647,1
297.2,308.3,1604,39.4,9,0,0,0,0,0,0,11.100000000000023,6.618037196150211,73.4602128772675,1
297.3,308.5,1398,60.4,12,0,0,0,0,0,0,11.199999999999989,8.842452346499975,99.03546628079962,0
297.3,308.4,1441,43.4,14,0,0,0,0,0,0,11.099999999999966,6.549110653330451,72.69512825196779,0
297.3,308.4,1531,35.6,16,0,0,0,0,0,0,11.099999999999966,5.707603645139888,63.35440046105256,2
297.2,308.3,1379,52.1,21,0,0,0,0,0,0,11.100000000000023,7.5236850543515645,83.51290410330253,0
297.3,308.3,1410,48.1,23,0,0,0,0,0,0,11.0,7.102198511970445,78.1241836316749,0
297.3,308.4,1513,40.5,25,0,0,0,0,0,0,11.099999999999966,6.416860074589832,71.22714682794691,0
297.3,308.5,1497,47.5,27,0,0,0,0,0,0,11.199999999999989,7.446359987171207,83.39923185631744,0
297.3,308.4,1491,46.5,29,0,0,0,0,0,0,11.099999999999966,7.260377702078692,80.59019249307323,0
297.3,308.4,1417,47.8,31,0,0,0,0,0,0,11.099999999999966,7.092941285617867,78.73164827035808,0
297.4,308.6,1522,38.0,33,0,0,0,0,0,0,11.200000000000045,6.0565717571006426,67.83360367952747,1
297.3,308.4,1339,52.1,36,0,0,0,0,0,0,11.099999999999966,7.305449084682195,81.09048483997212,0
297.2,308.3,1794,27.5,38,0,0,0,0,0,0,11.100000000000023,5.166349118828414,57.346475218995515,1
297.2,308.4,1460,42.1,41,0,0,0,0,0,0,11.199999999999989,6.436704468185008,72.09109004367201,0
297.2,308.3,1776,28.0,43,0,0,0,0,0,0,11.100000000000023,5.20750398259044,57.803294206754,1
297.2,308.3,1431,43.7,46,0,0,0,0,0,0,11.100000000000023,6.548618470481388,72.68966502234356,1
297.1,308.2,1347,50.8,49,0,0,0,0,0,0,11.099999999999966,7.16572151542603,79.5395088212287,0
297.0,308.1,1507,43.1,51,0,0,0,0,0,0,11.100000000000023,6.801726118605607,75.49915991652239,1
297.0,308.0,1408,47.9,54,0,0,0,0,0,0,11.0,7.062635388486237,77.68898927334861,1
297.0,307.9,1493,34.7,57,0,0,0,0,0,0,10.899999999999977,5.425226825459727,59.1349723975109,1
296.9,307.9,1441,47.6,60,0,0,0,0,0,0,11.0,7.182895555265655,79.01185110792221,1
296.9,307.9,1557,36.5,63,0,0,0,0,0,0,11.0,5.951276043327826,65.46403647660608,2
296.9,307.9,1979,20.4,68,0,0,0,0,0,0,11.0,4.227704065788856,46.50474472367742,1
296.9,308.0,1430,55.9,71,0,0,0,0,0,0,11.100000000000023,8.370983065000244,92.9179120215029,1
296.9,308.0,1658,41.0,74,0,0,0,0,0,0,11.100000000000023,7.118639513524232,79.01689860011913,0
297.0,308.1,1355,51.4,76,0,0,0,0,0,0,11.100000000000023,7.293416784818944,80.95692631149043,1
297.0,308.1,1410,47.6,79,0,0,0,0,0,0,11.100000000000023,7.028371084611085,78.01491903918321,2
296.9,308.0,1521,34.5,84,0,0,0,0,0,0,11.100000000000023,5.495116790026587,60.995796369295235,0
296.8,308.0,1371,54.5,86,0,0,0,0,0,0,11.199999999999989,7.824607742663418,87.6356067178302,0
296.9,308.0,1318,53.5,88,0,0,0,0,0,0,11.100000000000023,7.38410409275257,81.9635554295537,2
297.0,308.1,1573,34.9,93,0,0,0,0,0,0,11.100000000000023,5.748873700632545,63.81249807702139,1
297.0,308.1,1489,44.1,96,0,0,0,0,0,0,11.100000000000023,6.876412247956948,76.32817595232227,0
297.0,308.1,2540,13.3,98,0,0,0,0,0,0,11.100000000000023,3.537642767452346,39.26783471872112,2
297.0,308.1,1537,39.0,103,0,0,0,0,0,0,11.100000000000023,6.277216281137766,69.67710072062934,0
296.9,308.0,1416,46.9,105,0,0,0,0,0,0,11.100000000000023,6.954480825398653,77.1947371619252,2
296.9,307.9,1359,56.5,110,0,0,0,0,0,0,11.0,8.040749317230397,88.44824248953437,0
296.8,307.8,1551,38.9,112,0,0,0,0,0,0,11.0,6.3181512334140395,69.49966356755444,1
296.8,307.8,1694,33.0,115,0,0,0,0,0,0,11.0,5.85404375069922,64.39448125769142,1
296.8,307.9,1709,28.4,118,0,0,0,0,0,0,11.099999999999966,5.082636146585759,56.41726122710175,0
296.9,308.0,1514,41.0,120,0,0,0,0,0,0,11.100000000000023,6.50037407929776,72.15415228020528,0
297.0,308.1,1455,43.5,122,0,0,0,0,0,0,11.100000000000023,6.627975100911066,73.570523620113,0
297.0,308.2,1702,30.7,124,0,0,0,0,0,0,11.199999999999989,5.471753812659391,61.28364270178512,1
296.9,308.1,1357,41.8,127,0,0,0,0,0,0,11.200000000000045,5.939976781750413,66.5277399556049,1
297.0,308.2,1577,29.4,130,0,0,0,0,0,0,11.199999999999989,4.855205782416881,54.37830476306902,0
297.0,308.3,1399,46.4,132,0,0,0,0,0,1,11.300000000000011,6.797736295935547,76.81442014407176,1
297.0,308.3,1399,59.0,135,0,0,0,0,0,0,11.300000000000011,8.643673307331838,97.67350837284987,0
297.0,308.3,1492,48.1,137,0,0,0,0,0,0,11.300000000000011,7.515234170113407,84.92214612228159,0
297.1,308.3,1763,25.7,139,0,0,0,0,0,0,11.199999999999989,4.744757856692177,53.14128799495232,0
297.1,308.3,1492,41.5,141,0,0,0,0,0,0,11.199999999999989,6.484037797499094,72.62122333198978,2
297.1,308.4,1488,42.5,146,0,0,0,0,0,0,11.299999999999955,6.622477313767285,74.83399364557002,0
297.1,308.4,1422,42.1,148,0,0,0,0,0,0,11.299999999999955,6.269173803944576,70.84166398457343,0
297.1,308.4,1583,38.2,150,0,0,0,0,0,0,11.299999999999955,6.332466423938898,71.55687059050926,1
297.1,308.4,1304,53.5,153,0,0,0,0,0,0,11.299999999999955,7.305668996167945,82.55405965669745,0
297.1,308.4,1880,23.5,155,0,0,0,0,0,0,11.299999999999955,4.626518781186568,52.279662227408004,1
297.2,308.5,1604,40.7,158,0,0,0,0,0,0,11.300000000000011,6.836398829525726,77.25130677364079,1
297.2,308.6,1500,37.1,161,0,0,0,0,0,0,11.400000000000034,5.827654372409067,66.43525984546356,0
297.2,308.5,1364,55.6,163,0,0,0,0,0,0,11.300000000000011,7.941778676666806,89.742099046335,1
297.2,308.5,2440,14.0,166,0,0,0,0,0,0,11.300000000000011,3.5772268348875778,40.42266323422967,2
297.1,308.4,1654,31.4,171,0,0,0,0,0,0,11.299999999999955,5.438683313992602,61.457121448116155,2
297.1,308.4,1359,46.6,176,0,0,0,0,0,0,11.299999999999955,6.631839259874981,74.93978363658698,2
297.1,308.4,1502,37.3,181,0,0,0,0,0,0,11.299999999999955,5.866882392676891,66.2957710372486,1
297.1,308.4,1615,32.6,184,0,0,0,0,0,0,11.299999999999955,5.513390387294968,62.301311376432885,1
297.2,308.5,1482,39.3,187,0,0,0,0,0,0,11.300000000000011,6.099150809532296,68.92040414771502,2
297.2,308.6,1636,31.3,192,0,0,0,0,0,0,11.400000000000034,5.3623635564613945,61.13094454366008,0
297.1,308.5,1621,32.4,194,0,0,0,0,0,0,11.399999999999977,5.499923426786578,62.699127065366866,1
297.1,308.4,1468,44.4,197,0,0,0,0,0,0,11.299999999999955,6.825549862895327,77.12871345071689,0
297.1,308.4,1432,53.4,199,0,0,0,0,0,0,11.299999999999955,8.007794010294239,90.48807231632453,1
297.1,308.4,1726,28.4,202,0,0,0,0,0,0,11.299999999999955,5.133194844357529,58.00510174123985,0
297.1,308.4,1588,33.4,204,0,0,0,0,0,0,11.299999999999955,5.554252035742659,62.76304800389179,1
297.2,308.5,1653,33.3,207,0,0,0,0,0,0,11.300000000000011,5.76428844858616,65.13645946902368,2
297.2,308.5,1513,42.9,212,0,0,0,0,0,0,11.300000000000011,6.79711844938034,76.80743847799792,0
297.2,308.6,1489,40.2,214,0,0,0,0,0,0,11.400000000000034,6.268294158001571,71.45855340121813,0
297.3,308.7,1467,36.8,216,0,0,0,0,0,0,11.399999999999977,5.653358811987904,64.44829045666198,0
297.3,308.7,1549,36.1,218,0,0,0,0,0,0,11.399999999999977,5.855813514560743,66.75627406599233,0
297.4,308.8,1359,48.7,220,0,0,0,0,0,0,11.400000000000034,6.930698969010979,79.00996824672539,1
297.5,308.8,1533,41.5,223,0,0,0,0,0,0,11.300000000000011,6.662218460835194,75.28306860743777,0
297.5,308.8,1309,57.3,0,0,0,0,0,0,0,11.300000000000011,7.854578536578664,88.756737463339,0
297.5,308.8,1430,49.4,2,0,0,0,0,0,0,11.300000000000011,7.397612941163006,83.59302623514205,2
297.5,308.9,1419,50.7,7,0,0,0,0,0,0,11.399999999999977,7.5338847585002195,85.88628624690233,2
297.5,308.9,1535,37.7,12,0,0,0,0,0,0,11.399999999999977,6.060079868897152,69.08491050542739,1
297.5,308.9,1466,43.0,15,0,0,0,0,0,0,11.399999999999977,6.601323923233113,75.25509272485733,0
297.5,308.9,1427,50.4,17,0,0,0,0,0,0,11.399999999999977,7.531528564010028,85.85942562971414,0
297.5,308.9,1280,48.5,19,0,0,0,0,0,0,11.399999999999977,6.501002397828478,74.1114273352445,1
297.6,309.0,1528,33.8,22,0,0,0,0,0,0,11.399999999999977,5.408398360811995,61.65574131325663,0
297.6,309.0,1885,25.2,24,0,0,0,0,0,0,11.399999999999977,4.9743978076940785,56.70813500771238,2
297.8,309.2,1648,33.0,29,0,0,0,0,0,0,11.399999999999977,5.695079162427577,64.92390245167425,2
297.8,309.2,1400,56.9,34,0,0,0,0,0,0,11.399999999999977,8.341975692832097,95.09852289828572,0
297.8,309.3,2243,15.7,36,0,0,0,0,0,0,11.5,3.6877166485143307,42.4087414579148,1
297.9,309.4,1558,35.7,39,0,0,0,0,0,0,11.5,5.82457561160855,66.98261953349832,0
298.0,309.6,1633,34.8,41,0,0,0,0,0,0,11.600000000000023,5.951056131842073,69.03225112936818,0
298.1,309.6,1549,38.7,43,0,0,0,0,0,0,11.5,6.277561856329661,72.1919613477911,1
298.0,309.5,1496,45.8,46,0,0,0,0,0,0,11.5,7.175062517582704,82.5132189522011,0
298.1,309.5,1467,41.8,48,0,0,0,0,0,0,11.399999999999977,6.421478215790609,73.20485166001279,0
298.0,309.4,1276,65.9,50,0,0,0,0,0,0,11.399999999999977,8.805716656404,100.3851698830054,1
298.0,309.4,1490,40.5,53,0,0,0,0,0,0,11.399999999999977,6.319313622695869,72.04017529873276,2
298.0,309.4,1562,38.1,58,0,0,0,0,0,0,11.399999999999977,6.232103010632217,71.04597432120714,2
298.1,309.4,1397,48.2,63,0,0,0,0,0,0,11.299999999999955,7.051346598884339,79.6802165673927,0
298.1,309.5,1530,40.2,65,0,0,0,0,0,0,11.399999999999977,6.440893258389795,73.42618314564352,2
298.1,309.4,1362,47.6,70,0,0,0,0,0,0,11.299999999999955,6.789107388113687,76.71691348568436,1
298.2,309.4,1693,34.4,73,0,0,0,0,0,0,11.199999999999989,6.09879476236489,68.3065013384867,1
298.2,309.4,1408,46.5,76,0,0,0,0,0,0,11.199999999999989,6.856211807194365,76.7895722405768,1
298.2,309.4,1398,52.9,79,0,0,0,0,0,0,11.199999999999989,7.744465714070343,86.73801599758775,0
298.3,309.6,1531,40.1,81,0,0,0,0,0,0,11.300000000000011,6.429070398036784,72.64849549781573,1
298.3,309.5,1521,37.1,84,0,0,0,0,0,0,11.199999999999989,5.909241533622792,66.1835051765752,2
298.3,309.5,1427,54.3,89,0,0,0,0,0,0,11.199999999999989,8.114325417177469,90.88044467238755,2
298.3,309.4,1546,36.1,94,0,0,0,0,0,0,11.099999999999966,5.844472365081284,64.87364325240205,0
298.3,309.4,1356,45.4,96,0,0,0,0,0,0,11.099999999999966,6.446799452578543,71.55947392362161,0
298.4,309.5,2153,15.3,98,1,0,0,1,0,0,11.100000000000023,3.4495629814212005,38.290149093775405,0
298.5,309.6,1492,41.7,100,0,0,0,0,0,0,11.100000000000023,6.5152861724268005,72.31967651393764,1
298.5,309.6,1582,40.3,103,0,0,0,0,0,0,11.100000000000023,6.676366099751861,74.1076637072458,0
298.5,309.6,1419,41.5,105,0,0,0,0,0,0,11.100000000000023,6.166789299364084,68.45136122294147,0
298.5,309.6,1441,48.2,107,0,0,0,0,0,0,11.100000000000023,7.273436255542112,80.7351424365176,1
298.6,309.7,1635,32.2,110,0,0,0,0,0,0,11.099999999999966,5.513180947784728,61.1963085204103,1
298.6,309.7,1429,45.8,113,0,0,0,0,0,0,11.099999999999966,6.853719477022516,76.07628619494969,0
298.6,309.7,1675,28.4,115,0,0,0,0,0,0,11.099999999999966,4.9815187510422145,55.294858136568415,1
298.7,309.7,1868,23.8,118,0,0,0,0,0,0,11.0,4.655672761011882,51.2124003711307,1
298.7,309.8,1582,33.4,121,0,0,0,0,0,0,11.100000000000023,5.533266196816679,61.41925478466526,2
298.8,309.9,1486,40.3,126,0,0,0,0,0,0,11.099999999999966,6.27122631114492,69.6106120537084,0
298.7,309.8,1402,54.3,128,0,0,0,0,0,0,11.100000000000023,7.972168349602531,88.49106868058827,0
298.7,309.9,1621,34.1,130,0,0,0,0,0,0,11.199999999999989,5.788499655969826,64.83119614686198,0
298.8,309.9,1428,42.4,132,0,0,0,0,0,0,11.099999999999966,6.340487957181064,70.3794163247096,0
298.7,309.8,1343,53.6,134,0,0,0,0,0,0,11.100000000000023,7.5382306283376845,83.67435997454847,1
298.7,309.9,1458,40.2,137,0,0,0,0,0,0,11.199999999999989,6.137792399171452,68.74327487072019,1
298.7,309.8,1322,57.0,140,0,0,0,0,0,0,11.100000000000023,7.891052427286842,87.59068194288412,0
298.7,309.9,1483,32.8,142,0,0,0,0,0,0,11.199999999999989,5.093820216432538,57.05078642404436,0
298.6,309.8,1505,45.7,144,0,0,0,0,0,1,11.199999999999989,7.20246767749752,80.66763798797214,0
298.7,309.9,1593,42.5,146,0,0,0,0,0,0,11.199999999999989,7.089789220988766,79.4056392750741,0
298.8,310.0,2098,19.6,148,0,0,0,0,0,0,11.199999999999989,4.306160106324506,48.228993190834416,0
298.8,310.0,1672,30.4,150,0,0,0,0,0,0,11.199999999999989,5.322779489026162,59.61513027709296,0
298.8,310.0,1487,41.4,152,0,0,0,0,0,0,11.199999999999989,6.44673662072547,72.20345015212519,0
298.8,310.0,1423,42.1,154,0,0,0,0,0,0,11.199999999999989,6.273582505635114,70.26412406311321,0
298.9,310.1,1750,25.0,156,0,0,0,0,0,0,11.200000000000045,4.581489286485114,51.312680008633485,0
298.9,310.2,1654,31.1,158,0,0,0,0,0,0,11.300000000000011,5.386721371502226,60.869951497975215,0
298.9,310.2,1498,50.2,160,0,0,0,0,0,0,11.300000000000011,7.874883697096367,88.98618577718904,0
298.9,310.1,1587,30.2,162,0,0,0,0,0,0,11.200000000000045,5.018945591521982,56.212190625046425,0
298.9,310.1,1473,42.6,164,0,0,0,0,0,0,11.200000000000045,6.571143689807626,73.59680932584571,0
298.9,310.2,1359,56.9,166,0,0,0,0,0,0,11.300000000000011,8.097674976113442,91.50372723008199,0
299.0,310.3,1635,34.5,168,0,0,0,0,0,0,11.300000000000011,5.906979586912208,66.74886933210801,1
299.0,310.3,1520,45.0,171,0,0,0,0,0,0,11.300000000000011,7.162831250184728,80.9399931270875,0
299.0,310.3,1507,36.7,173,0,0,0,0,0,0,11.300000000000011,5.791725024427511,65.44649277603094,0
299.0,310.3,1428,46.3,175,0,0,0,0,0,0,11.300000000000011,6.923693217393473,78.23773335654633,0
299.0,310.3,1582,33.3,177,0,0,0,0,0,0,11.300000000000011,5.516699531556748,62.338704706591315,1
299.0,310.3,1929,24.4,180,0,0,0,0,0,0,11.300000000000011,4.928907546070098,55.69665527059217,0
299.0,310.3,1540,38.1,182,0,0,0,0,0,0,11.300000000000011,6.144326911890918,69.43089410436744,1
298.9,310.2,1362,53.0,185,0,0,0,0,0,0,11.300000000000011,7.55930024306776,85.42009274666577,0
298.9,310.1,1452,49.9,187,0,0,0,0,0,0,11.200000000000045,7.587448913243925,84.9794278283323,2
298.9,310.1,1361,51.7,192,0,0,0,0,0,0,11.200000000000045,7.368469433313204,82.52685765310822,0
298.8,310.1,1243,74.5,194,1,0,0,1,1,0,11.300000000000011,9.697415843223414,109.58079902842469,1
298.8,310.1,1567,36.8,197,0,0,0,0,0,0,11.300000000000011,6.038727510828252,68.23762087235932,2
298.9,310.2,1411,46.5,202,0,0,0,0,0,0,11.300000000000011,6.870820213033556,77.64026840727927,0
298.8,310.2,1814,26.8,204,0,0,0,0,0,0,11.399999999999977,5.090971839093284,58.037078965663326,0
298.8,310.1,1719,28.8,206,0,0,0,0,0,0,11.300000000000011,5.184381860660021,58.58351502545829,1
298.8,310.2,1663,30.4,209,0,0,0,0,0,0,11.399999999999977,5.294128164025423,60.353061069889705,2
298.9,310.2,1696,30.2,214,0,0,0,0,0,0,11.300000000000011,5.363662081424877,60.609381520101174,0
298.9,310.2,1771,26.8,216,0,0,0,0,0,0,11.300000000000011,4.970292793293388,56.16430856421534,2
299.0,310.3,1868,24.0,221,0,0,0,0,0,0,11.300000000000011,4.6947960615245865,53.05119549522788,0
299.0,310.3,1558,35.4,223,0,0,0,0,0,0,11.300000000000011,5.775629598065619,65.26461445814155,1
299.0,310.4,1365,49.1,226,1,0,0,0,1,0,11.399999999999977,7.018475067752278,80.01061577237581,0
299.0,310.4,1371,53.8,228,1,0,0,0,1,0,11.399999999999977,7.7241081936750815,88.05483340789576,0
298.9,310.3,1583,32.6,230,0,0,0,0,0,0,11.400000000000034,5.404146738754138,61.60727282179735,0
298.7,310.2,1613,36.0,0,0,0,0,0,0,0,11.5,6.080866740288404,69.92996751331665,2
298.6,310.1,1721,27.2,5,0,0,0,0,0,0,11.5,4.902057400857418,56.3736601098603,0
298.6,310.2,1668,31.5,7,0,0,0,0,0,0,11.599999999999966,5.502185373497164,63.82535033256691,1
298.6,310.2,1569,36.3,10,0,0,0,0,0,0,11.599999999999966,5.964282236913686,69.18567394819856,0
298.6,310.2,1328,50.5,12,0,0,0,0,0,0,11.599999999999966,7.022925657344863,81.46593762520017,1
298.6,310.1,1596,33.0,15,0,0,0,0,0,0,11.5,5.515380062642241,63.42687072038577,1
298.5,310.2,1676,32.7,18,0,0,0,0,0,0,11.699999999999989,5.739187123283978,67.14848934242248,0
298.5,310.1,1809,28.9,20,0,0,0,0,0,0,11.600000000000023,5.474759269631324,63.50720752772349,0
298.5,310.0,1804,26.1,22,0,0,0,0,0,0,11.5,4.930666837956108,56.70266863649524,0
298.6,310.1,1533,33.9,24,0,0,0,0,0,0,11.5,5.442149537887063,62.58471968570122,0
298.7,310.2,1717,27.3,26,0,0,0,0,0,0,11.5,4.908644273454444,56.449409144726104,0
298.7,310.2,1363,45.5,28,0,0,0,0,0,0,11.5,6.494352693378381,74.68505597385138,0
298.7,310.2,1402,45.9,30,0,0,0,0,0,0,11.5,6.738904737509322,77.49740448135721,0
298.7,310.2,1436,47.5,32,0,0,0,0,0,0,11.5,7.142934496711994,82.14374671218793,0
298.7,310.2,1525,43.7,34,0,0,0,0,0,0,11.5,6.978786280561926,80.25604222646216,0
298.7,310.2,1598,33.3,36,0,0,0,0,0,0,11.5,5.572494217084502,64.08368349647178,1
298.6,310.1,1444,48.1,39,0,0,0,0,0,0,11.5,7.273457199493137,83.64475779417108,1
298.6,310.0,1334,48.0,42,0,0,0,0,0,0,11.399999999999977,6.705415359822054,76.44173510197126,0
298.6,310.0,1681,35.5,44,0,0,0,0,0,0,11.399999999999977,6.249203746643257,71.24092271173299,1
298.6,309.9,1593,37.4,47,0,0,0,0,0,0,11.299999999999955,6.239014514470113,70.50086401351199,0
298.6,309.9,1461,45.7,49,0,0,0,0,0,0,11.299999999999955,6.991897193902908,79.00843829110254,0
298.7,310.1,1693,31.9,51,0,0,0,0,0,0,11.400000000000034,5.65556839882093,64.4734797465588,1
298.7,310.2,1404,50.3,54,0,0,0,0,0,0,11.5,7.395434770256516,85.04749985794993,0
298.8,310.2,1707,27.6,56,0,0,0,0,0,0,11.399999999999977,4.933682766903556,56.24398354270043,2
298.6,310.1,1458,41.9,61,0,0,0,0,0,0,11.5,6.3973507842110395,73.56953401842695,1
298.6,310.0,1517,41.2,64,0,0,0,0,0,0,11.399999999999977,6.5450265828807845,74.61330304484079,0
298.7,310.1,1433,54.6,66,0,0,0,0,0,0,11.400000000000034,8.193462136121395,93.40546835178418,0
298.7,310.2,1566,33.1,68,0,0,0,0,0,0,11.5,5.428106618725518,62.423226115343454,0
298.7,310.1,1676,33.5,70,0,0,0,0,0,0,11.400000000000034,5.879595370948417,67.02738722881216,0
298.7,310.1,1368,56.8,72,0,0,0,0,0,0,11.400000000000034,8.13697630020985,92.76152982239257,1
298.8,310.2,1581,37.5,75,0,0,0,0,0,0,11.399999999999977,6.208572481656828,70.7777262908877,1
298.8,310.3,1708,27.1,78,0,0,0,0,0,0,11.5,4.847142361272668,55.74213715463568,2
298.7,310.3,1481,41.5,83,0,0,0,0,0,0,11.600000000000023,6.436233229286969,74.66030545972899,1
298.7,310.3,1451,40.0,86,0,0,0,0,0,0,11.600000000000023,6.077934587145053,70.50404121088276,0
298.7,310.3,1495,38.7,88,0,0,0,0,0,0,11.600000000000023,6.058718512080596,70.28113474013506,1
298.8,310.3,1573,41.8,91,0,0,0,0,0,0,11.5,6.885470506774797,79.18291082791016,1
298.8,310.3,1366,59.0,94,0,0,0,0,0,0,11.5,8.43978394411386,97.05751535730938,1
298.8,310.3,1553,36.8,97,0,0,0,0,0,0,11.5,5.984775892990603,68.82492276939193,0
298.8,310.3,1528,37.1,99,0,0,0,0,0,0,11.5,5.9364372540273695,68.26902842131474,1
298.8,310.2,1527,31.2,102,0,0,0,0,0,0,11.399999999999977,4.989100461312879,56.87574525896671,1
298.8,310.2,1461,46.7,105,0,0,0,0,0,0,11.399999999999977,7.14489275613273,81.45177741991296,0
298.8,310.2,1455,44.9,107,0,0,0,0,0,0,11.399999999999977,6.841289242089814,77.99069735982373,2
298.7,310.1,1620,34.8,112,0,0,0,0,0,0,11.400000000000034,5.903680914625938,67.3019624267359,0
298.7,310.1,1786,27.7,114,0,0,0,0,0,0,11.400000000000034,5.180716669230832,59.060170029231664,0
298.8,310.2,1583,35.7,116,0,0,0,0,0,0,11.399999999999977,5.918037993052845,67.4656331208023,1
298.8,310.1,1653,30.3,119,0,0,0,0,0,0,11.300000000000011,5.244983182947767,59.268309967309825,0
298.9,310.2,1331,49.0,121,0,0,0,0,0,0,11.300000000000011,6.82971770914909,77.1758101133848,1
298.9,310.3,1484,43.8,124,0,0,0,0,0,0,11.400000000000034,6.806700306973789,77.59638349950143,0
298.9,310.2,1603,36.1,126,0,0,0,0,0,0,11.300000000000011,6.059954205191008,68.47748251865845,1
298.9,310.2,1445,40.0,129,0,0,0,0,0,0,11.300000000000011,6.052801845916334,68.39666085885464,0
298.9,310.1,1823,26.1,131,0,0,0,0,0,0,11.200000000000045,4.982597364519948,55.80509048262364,0
298.9,310.1,1491,45.3,133,0,0,0,0,0,0,11.200000000000045,7.073013116218597,79.21774690164861,2
298.9,310.2,1533,42.8,138,0,0,0,0,0,0,11.300000000000011,6.870914460813164,77.64133340718882,0
